Perguntas,Tags
Segue o código:      CODE   CODE,jquery
"Estou tentando construir um Array de Objetos em JavaScript, mas o resultado não é o esperado.  Era assim que eu gostaria que ficasse:    Mas é assim que está ficando:   Esse é o codigo que estou usando:    CODE   Preciso que o Array de Objetos seja construído dentro do CODE  Alguem pode me ajudar? ",jquery
"Bom, tenho uma imagem para demonstração  http://prntscr.com/8xu33k  Quando um usuário clicar em uma, o fundo da body vai mudar de acordo com o que ele escolheu. Mas nesse caso o fundo é uma imagem que corresponde a essas cores. Como posso fazer isso? ",html 
"Preciso validar um formulário usando o navegador com a propriedade CODE . Só que há um problema, meu botão de submit não fica no formulário. Ele tem que ficar fora, e quando eu clico nele eu chamo o CODE  e quando faço isso ele não valida utilizando o navegador.  Exemplo:     HTML   CODE      Javascript   CODE   O problema ocorre no seguinte cenário:  Se eu deixo o CODE  vazio e clico no botão dentro do CODE , ele valida, se eu clico no de fora ele simplesmente passa. Há como validar isso usando a mesma validação do CODE , ou eu tenho realmente que validar na mão, ou então não sei, usar um plugin por exemplo o jQuery Validator? ",jquery html
"Estou desenvolvendo um site com uma contagem regressiva.  O código funciona bem e o temporizador começa a contagem perfeitamente no Firefox e no Chrome, mas no Safari o número mostra NaN: NaN: NaN   Alguém já teve este problema?  Estou utilizando o Countdown JS: http://countdownjs.org/  Segue o código abaixo:  Diretiva:  CODE   Html:  CODE  ",jquery angular
"Olá, tenho duas instruções em jQuery que eu uso para:  Marcar um checkboxDesabilitar uns radio buttons.  A questão é que essas instruções executada pelo sistema não funciona, mas se eu pegar a mesma e jogar no console do browser ocorre tudo corretamente  jQuery  CODE   Alguém consegue enxergar algum erro que eu não esteja vendo? ",jquery
Como eu faço para conseguir passar parametros da seguinte forma?  CODE   Como consigo passar a CODE  para a a função CODE   A alternativa com javascript nativo também é bem vinda.,jquery
"Estou tentando subtrair uma data que o usuário digita no input com a data atual.  CODE   Montei esses dois blocos para montar as duas datas, mas não consigo passar daqui. Não estou conseguindo montar a data atual para fazer uma subtração válida. Recebo resultados errados. ",jquery
"Estou trabalhando com javascript a pouco tempo, e vejo as pessoas comentando sempre que o innerHTML é uma pratica ruim.  Concordo que não fica um código muito bonito escrever htmls pelo próprio js, mas tenho muito costume de usar o innerHTML para limpar uma tabela ou lista.  A duvida é, se não for utilizar o innerHTML para limpar listas, preciso percorrer todos os nós que desejo apagar com um while, e ir apagando um a um. Alem do código ficar maior, queria saber em questão de performance qual é mais aconselhável, os prós e contras de ambas. E se existe alguma outra maneira. ",html
"Quero fazer com que ao clicar no botão ""ver mais"" a página ""deslize"" para a esquerda e surja outra vindo da direita. Peguei alguns exemplos e estava tentando montar por minha conta mas não obtive sucesso.       CODE        ",jquery html
"Preciso receber uma lista de perguntas da minha API e armazenar em um Array no meu componente angular, ja fiz isso diversas vezes em outros projetos e sempre deu certo dessa exata forma, apenas dessa vez ocorre um erro de CORS nessa chamada em especifico. Existem outras chamadas na mesma API em outros components do meu projeto funcionando perfeitamente.  Erros:  CODE   Tenho um service da seguinte forma:  CODE   E um Component:  CODE   Minha classe CORS Filter:  CODE  ",angular
"Tenho um arquivo chamado funcoes.js e outro chamado eventos.js preciso que o script que esta escrito dentro de eventos.js seja executado dentro de funcoes.js em uma outra função, porém na ordem que ele esta colocado dentro da mesma.  ex. A função dentro de funcoes.js   CODE   script disparado a partir de eventos.js  CODE  ",jquery
"Eu estou a fazer validações no banco de dados antes do usuário enviar o formulário, porém, digamos que o e-mail digitado já exista no banco de dados, como eu poderia marcar o campo CODE  como inválido para que o usuário não possa enviar caso não seja alterado o valor atual do CODE ?  Obs:  Eu digo por inválido a validação da propria API HTML, por exemplo um campo CODE  não correspondendo ao CODE .     ",html
"Menu menu não está funcionando,quando eu clico no toggle-btn ele não está chamando o meu menu-config, não está aparecendo      CODE   CODE   CODE        ",html 
"Estou aqui no meu trabalho, e to com um problema aqui no site que estou mexendo.  Eu tenho uma div lateral que está com um código js para ficar ficar fixa na página (flutuando) assim que chega no top0 (segue o link abaixo)    CODE   Enquanto a foto da esquerda continua rolando, a div da direita fica fixa na tela.    O problema é que, quando chega ao final da foto esquerda, a div continua rolando pra baixo, fazendo com que entre na frente do rodapé e estraga tudo.    Como eu faço para a div flutuante do lado direito parar assim que a foto da esquerda acabar?  Me ajudem, se não vou ser demitido (brincadeira) kk ",jquery html
"Alguns sites como o w3schools, ao fornecerem algum código, mantem o script na mesma página do código em html.   Como posso passar tudo que está no script abaixo para meu .jsp?  CODE  ",html
"Preciso que um formulário salvo no CODE  seja carregado em outra página, dentro de uma tabela, mas não sei exatamente como fazer isso, o máximo que consigo é que seja carregado na mesma página do formulário, mas desse jeito só carrega os últimos dados salvos.   Código usando:   CODE   Alguém sabe como posso resolver? ",jquery html 
"Gostaria de saber como em php ou javascript como colocar emoticons conforme a pessoa digitar o texto e um comando, ex:  Olá bom dia [/sun] ou  Estou bem [:smile]  Enfim independente do comando como fazer para que seja substituído por uma imagem no texto seja ela .png ou .gif? ",jquery
"Tenho em meu documento um CODE  com o atributo CODE .  Com CODE  eu faço a leitura de um arquivo CODE  e faço o parse usando a biblioteca showdonwjs e adiciono esse resultado ao atributo CODE  do CODE  e o resultado é o esperado.  Contudo os arquivos vem de origem dos usuários e estarão visíveis a outros usuários por isso faço uso do atributo CODE .  Quando no arquivo CODE  houver um script... a página aonde esta o CODE  lança um erro no CODE  do navegador (óbvio se o atributo impede a execução, quando há uma tentativa deve haver um erro).  Como posso (se é que posso) observar este erro em CODE ? Saber se houve um erro?  Desde já grato.    update  page.html  CODE     jsFiddle Exeplo  Bom esse é o print do referido erro! Ele acontece então creio que minha dúvida tem minimamente sentido! Poderia (se for possível ""observar"") exibir um pop-up,  banner ou mesmo registrar um log, identificar uploaders mal intencionados.   ",html
"No menu da página www.wrccdesign.com.br, o link BLOG que é um link externo que deverá levar para outra página, não funciona, isto é, ao clicar nada acontece. Gostaria de saber como solucionar o problema.  Fiz alguns testes, e pelo que percebi um JS está afetando a funcionalidade. ",html
"Venho seguindo a documentação do Ionic Framework e vendo tutoriais na internet, mas não há detalhe de comunicação com o servidor. Gostaria de enviar dados de formulários e receber informações via JSON. Poderiam postar um exemplo simples de como enviar dados para o script PHP? Por exemplo: nome, e-mail e telefone. Acho que isso vai ajudar a todos que estão ingressando no uso do framework. ",angular 
"Observei que a página tem o seguinte código para um input:   CODE   Então alterei o type do input, utilizando o type""number"" especificado no HTML5.  CODE   No Chrome funcionou, entretanto no Firefox e no Internet Explorer consegui preencher com caracteres alfas. Tentei utilizar o atributo pattern, mas não obtive êxito.  CODE   Alguma sugestão, alguma diretiva ou função do AngularJs? Firefox:47.0.1 Internet Explorer 11 ",html angular
"Estou tentando fazer uma limpeza em um form, utilizado $setPristine() do angularJs...  Ao tentar limpar um fomulario com:  CODE   funciona normalmente mas estou tentando criar uma diretiva, e pra mesma funcionar preciso de um codigo parecido com esse:  CODE   minha saida no console ao clicar duas vezes no botao que chama a function  CODE   neste trexo de codigo dá pra notar que o methdo $setPristine() funcionou pois o atributo $pristine foi alterado, porem o objeto não foi setado para vázio....  alguem sabe me dizer o porque? ",angular
"Estou desenvolvendo uma aplicação mobile em CODE , CODE  e CODE  utilizando o CODE . Preciso ajustar / adequar o mesmo layout de uma página tanto para modo CODE  quanto para modo CODE . Minha dúvida é a seguinte, quando eu identifica a mudança de modo, de CODE  para CODE  e vice-versa, eu quero carregar um CODE  diferente, como faço para carregar um CODE  dinamicamente em uma página utilizando CODE ?  ",jquery 
"Estou com problema com CODE  já que o CODE  é todo assíncrono.  CODE   obviamente a função sempre retorna CODE  mas ela não deveria fazer isso, como estou começando com CODE , não sei como resolver este impasse.  Ela deveria seguir a seguinte lógica:   varre a CODE  CODE  se CODE  for CODE  ele para de percorrer a CODE  e retorna CODE  se nenhum item da CODE  retornar CODE  então retorna CODE   ",node.js
"Quero criar um formulário com um número variável de inputs, de acordo com a quantidade de dados vindos de um BD e atribuí-los ao ""name"" nomes únicos.   Depois preciso submeter esse formulário e recuperar os dados via POST.  Pensei fazer algo do tipo:  CODE   Mas não sei recuperar esse valor via POST.  Estou usando PHP e MySQL.  Obrigada! ",jquery html 
"Tenho vários campos e outros em CODE  (De antemão aviso que ja andei no stack e até achei uma pergunta semelhante porem não consegui ter o resultado esperado.)  Preciso valida-los, porém preciso habilitar um botão de submit, meu código não está dentro de um formulario, isto é o que tem prejudicado.  Meu código abaixo:  CODE   Quando clicar no botão CODE eu dou um CODE  nos campos para mostra-lo ai ele começa a fazer parte dos requisitos.  Quando todos os campos estiverem corretos preciso de modigicar meu botão para o código abaixo:  ANTERIOR:  CODE   POSTERIOR:  CODE   Como fazer isso tudo ?  Estou fazendo em HTML5, CSS, JQuery, não tenho um backand, pois o botão apenas redireciona para o próximo nível de cadastro por assim dizer. Atenciosamente. ",jquery
"Eu tenho uma função CODE  cujo argumento é o retorno de uma chamada de ajax:  CODE   Mas o cenário acima provoca um problema, o evento é delegado várias vezes, e como consequência a função CODE  é executada o mesmo número de vezes.  Como faço, tendo em conta que apenas quero delegar o evento uma vez, mas a CODE  é dinâmica, para que a função seja executada apenas uma vez, assim como a delegação do evento click close da modal? ",jquery
"Estou tendo alguns problemas com Passaport.js.  Quando tento rodar minha api, o terminal me retorna um erro. Fui no arquivo em questão e não encontrei nada errado.   Dei uma pesquisada na net, mas as soluções que encontrei deixavam o código de acordo com o que eu tenho agora. Então não sei o que pode estar errado.  O erro retornado é esse:  CODE   O código do arquivo auth.js é esse:  CODE  ",node.js
"Preciso que depois que inicio a aplicação ela execute um conjunto te funçoes a cada 20 segundos ou a cada vez q um json for atualizado,no angular 1 tinha o $watch que podia ser usado pra tal funcionalidade,no angular 2 não sei se tem algo parecido,pode também não ser o melhor caminho,tentei com um while,mas obviamente travou tudo ",angular 
"Atualmente uso esse código para enviar minhas mensagens.  CODE   Gostaria de saber, como faço para quando for pressionado juntamente Ctrl+Enter seja executado o código para enviar as mensagens?   É importante que seja realizado o submit, tanto com o Ctrl+Enter quanto com o pressionamento do botão. ",jquery
"estou com um problema com um contador,estou com um projeto para fazer um encurtador,e dentro dele tem um contador de acessos,mas quando eu adiciono na contagem,parece que o Observable muda e aciona novamente o metodo gerando um Loop  um trecho do codigo  CODE  ",angular 
"Bom dia pessoal, preciso achar uma forma de preencher um campo data e no momento do preenchimento o mesmo seja inserido em outro input, mas no formato americano, pois usarei esta campo para fazer um insert em um BD. Ja iniciei alguns teste do tipo,  CODE   Sei que assim eu digito e ele ja imprimi em outro lugar, mas como juntar o metodo .split? ",html
"Tenho essa tabela dinâmica  CODE   Quando o user clicar em ""+"" ele irá adicionar uma nova linha na tabela para preencher dados. O js que faz isso abaixo:  CODE   Até ai tudo bem, está tudo certo, porém quando eu envio esses dados para meu controller, só é enviado a linha que foi colocada manualmente dentro da tabela (a primeira linha). Também testei colocar essa linha que é adicionada dinamicamente, coloquei ela de forma manual dentro da tabela, e deu certo... não estou conseguindo entender o por que que a adição de linhas dinâmicas não está indo para o servidor   Código que do php (laravel)  CODE  ",jquery
"Tenho o seguinte array    Gostaria de ciar um menu com submenu dinâmico, mais ou  menos como esse aqui    Tentei fazer dessa maneira   CODE   Mas está dando a seguinte mensagem no console **     core.js:1673 ERROR Error: Error trying to diff '[object Object]'. Only   arrays and iterables are allowed   **  No meu componente eu inicializo o meu array  CODE   Depois pego os dados do banco assim:  CODE   Ou tem como eu montar o menu no component.ts e depois jogar na página? ",angular
Tenho um CODE  que faz upload de fotos normalmente. Porém estou fazendo uma integração com a API do Spotify que me retorna um link com a imagem da capa de um álbum. Tem alguma maneira de eu salvar essa imagem e setar nos attibutes desse input por JS sem o usuário fazer isso manualmente?,html
"Mostrarei exemplos apenas do evento click para ficar mais simples de explicar, porem esta dúvida e referente a qualquer evento jquery.  Quando eu comecei a utilizar o jquery eu só utilizava o evento click da seguinte forma:      CODE   CODE         Que por sinal funcionava muito bem, mas depois eu comecei a fazer da seguinte forma:      CODE   CODE         Coloquei mais dois exemplos, a ""segunda forma"" eu comecei a utilizar porque eu reparei que as vezes quando eu criava um elemento dinamicamente com o jquery a ""primeira forma"" de utilizar o evento click não funcionava, utilizei esta forma por um bom tempo, até que um dia ela também não funcionou então descobrir a ""terceira forma"" e assim eu consigo colocar o evento click em qualquer elemento sem problemas.  Mas a minha ""técnica"" é a seguinte, tento a primeira, não funciona vou para segunda e por sua vez não funcionou passo para a terceira.  O que eu quero saber é o porque, isso é uma característica do jquery, é por causa do javascript, porque as vezes funciona e porque as vezes não funciona, é isso que eu queria saber, eu utilizo os eventos mas eu não sei o porque deste comportamento. ",jquery
"Estou tentando exaustivamente colocar uma propriedade num objeto que vem de uma requisição (JSON), mas não estou conseguindo, é como se ele só não colocasse, porém quando eu faço um console.log, lá está ela, mas ele não está retornando na resposta que eu envio para o postman.  CODE   Sem a propriedade ele me retorna assim:  CODE   E eu queria que com o código ele me retornasse algo assim:  CODE   Como eu faço para ficar dessa maneira acima? ",node.js 
"Tenho o seguinte jQuery:  CODE   Nisto, quantidade_linhas é = 17, quantidade_lotes = 5, e quantidade_dividida = 3.4. Preciso que o resultado seja 4, arrendando sempre pra cima. Como eu posso fazer isto? ",jquery
Qual Diferença de Angular JS para NodeJS?  Qual é mais utilizado?  Existe algum tutorial que vocês recomendam pra quem esta iniciando que ensine um CRUD em cada um deles?,angular node.js
"sou iniciante na área de criação de apps com cordova , já procurei por toda a internet mas não achei nenhum tutorial que explicasse exatamente como usar o plugin para segundo plano, em todas as perguntas que vi aqui são as mesmas respostas que eu não consigo entender espero que vocês possam me ajudar vamos lá.  estou criando um aplicativo em cordova que controla a dieta do usuário com horários pré definidos pelo proprio aplicativo informando a hora de comer e outras coisas , o aplicativo está funcionando 100% mas só funciona os alarmes quando está aberto, preciso que ele funcione também após o usuário apertar o botão back no android achei esse plugin no gitHub   https://github.com/katzer/cordova-plugin-background-mode#usage  tentei rodar a linha de comando   cordova plugin add de.appplant.cordova.plugin.background-mode --searchpath path  mas essa linha adiciona toda a pasta do gitHub Master dentro da pasta plugin e eu não sei o que fazer com esses arquivos,  alguém poderia me ajudar e dizer exatamente onde colocar os arquivos e onde chamar cada um dos arquivos?  fico grato a ajuda de todos , obrigado desde já. ",angular
"Estava tentando fazer com que ao clicar em um Link CODE  executa-se uma função javascript, tive a priori a seguinte ideia atrelar um atributo CODE  na tag CODE  desta forma:  CODE   Porem deste modo há ao ser clicado a página volta ao topo do scroll.  Pergunta: Como acionar uma função javascript sem haver este scroll (sem haver qualquer efeito, transparente para o usuário)? ",jquery
"Estou tentando somar porcentagem, mas não esta aparecendo o resultado corretamente.  A intenção é calcular a porcentagem, e depois somar ao valor. Exemplo:     100.00 + 10% = 110.00       CODE   CODE        ",jquery
"Tenho a seguinte função.  CODE   Essa função é uma chamada de um onclick() de um checkbox, e parece que ele está executando como se fosse vários clicks, pelo meu entender de depuração do Chrome.  Esse é o retorno no Chrome  Com 1 click   Com 2 clicks   Com 3 clicks    ",jquery
"Estava procurando uma função para exibir uma mensagem de alerta ao usuário quando ele sair da página e localizei essa aqui no fórum:  CODE   Como fazer para esse alerta não ser executado quando eu realizar um submit?   O problema está acontecendo por que o sistema que estou desenvolvendo está realizando um refresh na página ai ao clicar no botão que envia os dados o navegador está exibindo a mensagem  Complementando a Postagem.... Vejam a imagem, a mensagem de alerta é exibida quando eu clico em ""alterar"" queria que ela não fosse exibida quando clicasse nesse botão   ",jquery html
"Estou tentando reproduzir um som no angular, mas estou recebendo dois erros.   O primeiro:     Uncaught (in promise) DOMException       push../src/app/components/home/home.component.ts.HomeComponent.informaNovaNotificacao   O segundo:     GET http://localhost:4200/..%2F..%2F..%2Fassets%2Fsom_notificacao.mp3   net::ERR_ABORTED 404 (Not Found)   Eu tentei:  CODE   Se eu retirar o encodeURIComponent eu recebo apenas o primeiro erro de DOMException, mas meu som não é reproduzido. ",angular 
"eu tenho o script abaixo que pega um parâmetro da URL(se tiver), procura em todos os selects da página e seleciona a opção com o mesmo valor(mesmo valor do parâmetro). Se não tiver um parâmetro na URL, ele seleciona a primeira opção do select. Até aqui, blz! Eu preciso que se tiver um parâmetro na URL ele procure em todos os selects da página e se encontrar ele seleciona e se caso não exista no PRÓXIMO select, ele marque a primeira opção.  CODE  ",jquery
"Tenho um formulário que tem um botão de marcar todos os CODE  em uma CODE . Até aí, tudo certo. O que não estou conseguindo fazer é pegar o valor das CODE  marcadas e retornar o valor CODE  em outro CODE  dentro do CODE .  Tentei assim:  CODE   HTML:  CODE     bom pessoal eu fiz alguma coisa errada usando o exemplo do @Danilo Leone, eu tentei novamente e fiz algumas adaptações, conform abaixo.  CODE   Mas o CODE  retorna vazio. ",html
"Estou desenvolvendo uma página HTML simples com links para âncoras espalhadas pelo documento, porém depois de incluir uma galeria de imagens em jQuery, os links passaram a abrir a galeria ao invés de rolar para a âncora. Alguém pode me ajudar?  Eis a chamada do método:  CODE   Exemplo de um link e uma âncora utilizados:  CODE  ",jquery html
Preciso fazer o seguinte json pelo php  CODE   Eu fiz desse modo mas não deu certo:  CODE   É gerado o seguinte json:  CODE   Onde estou errado?,jquery
Tentei conectar ao banco usando essas configurações;  CODE   Ao tentar executar a aplicação para teste gerou esse erro;  CODE   Alguém tem uma sugestão?,node.js
"Bom dia. Estou fazendo uma aplicação web de corridas compartilhadas, tipo ""Uber"". Quero que apresente uma consulta ao banco de dados com a lista de motoristas cadastrados pesquisando pelo cpf, mas que quero que mostre nesse carrossel verde.    Nesse código com Ajax, ele executa perfeitamente, até coloquei uma div la embaixo pra testar e funciona perfeitamente.  CODE   Mas preciso que apresente nesse código externo, que é o do carrossel:  CODE  ",jquery
"Tenho uma tela de login, com a total “/authentication/login”.  Como fazer no angular quando o usuário entrar no sistema, ele vai direto para esta rota ?  Após logar se ele digitar esta rota, ele sempre valida e se o usuário tiver logado ele vai para a rota “/” ?  Rota  CODE   Versão do angular: 5.0.0 ",angular
"Boa noite. Estou tendo alguns problemas para fazer outra função funcionar junto com o jQuery. A função jQuery está funcionando como eu gostaria, porém, a que criei não.  Na verdade ela está quase funcionando por completo, essa função seleciona todos os nomes da tabela e faz um filtro trazendo só o nome selecionado no combo box e dando hide nos demais. Ela funciona, porém, só na página da tabela que estou, se eu seleciono algum nome que está na segunda página (Ex: Diego), ele não vem para a primeira página como deveria dando hide nos demais. Mas os nomes que estão na segunda página da table o combo box faz a leitura.  Alguém poderia me ajudar e ter alguma dica de o que estou errando no código?  P.s: A combo box está sem css e posicionamento, mas é a que se encontra em baixo da coluna ""Nome"".      CODE   CODE        ",jquery html 
Como posso criar um link âncora deslizante com JavaScript puro para uma página single page?  Exemplo usando jquery,html
"Galera, alguem que manja de shellscript tem noção de como criar esse script pedido na imagem a baixo? Estou fazendo uns exercicios com o tema, e esse meio que me pegou.   ",html
Tenho um componente do richfaces datatable que retorna um registro do banco e esse registro vem com letras maiúsculas.  Exemplo: CODE .  Teria algo que eu pudesse fazer para editar esse nome com CSS para CODE  para ser mostrado no datatable?  Ps.: Estou usando HTML4.,html 
Gostaria de saber como faço para somar a quantidade de CODE   Segue um exemplo:      CODE,html
"Tenho um sistema que define a url de acordo com o link que o usuário clica, e faz uma requisição ajax e trás o conteúdo só que a url atrapalha a requisição.   Por exemplo: O usuário clica em um link e a url é modificada para CODE  mas a requisição ajax deve ir para CODE  e ela vai para CODE .  Já tentei colocar barra na frente da CODE  ou CODE . ",jquery
"Estou com o seguinte problema, estou utilizando o Notepad++ como editor, e quando carrego a página HTML e preenche os dados do CPF, nada acontece, não há qualquer resposta.   Minha página HTML é:  CODE   Meu arquivo JavaScript é:  CODE   Qual pode ser o problema? ",html
"bom dia! Eu pesquisei (e até achei um js chamado Holder.js que aparentemente faz o que eu quero, mas não consegui entender ele) uma forma de fazer o seguinte: Url da imagem a 700x700 -> http://www.distribuidoramultmed.com.br/Imagens/BD/bancoDeDados.png  Quero que ela fique 200x200, então passo -> http://www.distribuidoramultmed.com.br/Imagens/BD/bancoDeDados.png/200x200 ou http://www.distribuidoramultmed.com.br/Imagens/BD/bancoDeDados.png&amp;h=200w200  Resumindo, preciso de uma forma de modificar ""dinamicamente"" o tamanho da imagem com base na URL. Eu pesquisei mas não consegui encontrar nada, além do Holder; Obrigado! ",html 
"Meu código html é o seguinte:  CODE   E o JavaScript é:  CODE   Ao usar o Notepad++, a página HTML parece não estar ""chamando"" o JavaScript, fazendo com que nenhum resultado apareça no campo IMC. Grato a quem puder ajudar. ",html 
"Preciso fazer um streaming de áudio com ionic, já instalei diversos plugins mas o streaming não funciona, usando protocolo http e rtsp. Tentei também colocando uma função Javascript dentro do index do app mas nada do streaming funcionar. ",html angular
Queria saber como utilizar o oninvalid no text area.  CODE   Pois desta forma nao esta funcionando!,html
"Oi fiz um slider no flash player com o html5 canvas e publiquei agora preciso coloca-lo dentro do div do meu arquivo mas não estou conseguindo, a tela fica preta quando substituo o arquivo html feito pelo flash, e coloco na minha pagina. Estou testando em servidor local, talvez seja por isso? Fiz um teste e coloquei dentro de um iframe e funcionou mais para um e-commerce acho que não seria bom ficar usando iframes para os sliders das paginas.  Esse e o codigo html e javascript que o flash cc criou que quero colocar dentro do meu div  CODE   Se alguem souber qualquer coisa que pode ajudar fico agradecido! Obrigado. ",html
"Preciso inserir algumas macros em uma área de texto, estas macros podem ser inseridos em qualquer lugar do campo, atualmente eu apenas utilizo um CODE  que apenas coloca a macro no começo.  Estou pensando em pegar as coordenadas do click com CODE  e quando for inserir a macro utilizar estas coordenadas para inserção.  Exemplo:      CODE   CODE         Como posso usar estas coordenadas para fazer a inserção das macros nos lugares corretos ? ",jquery
Estou desenvolvendo um sistema de compartilhamento de URL salvando em banco de dados toda vez em que é clicado em uma das redes sociais do site.  Acontece que o CODE  que uso para acessar a rede social não está funcionando após a chamada do Ajax.  Alguém faz ideia o porque isso acontece?  Um exemplo do link de compartilhamento:  CODE   o CODE  é o CODE  quando grava o compartilhamento.  HTML:  CODE   JS:  CODE   PHP:  CODE,jquery 
"Tendo em vista que o Node é uma plataforma de desenvolvimento server-side em JS... e no .NET nós temos o CLR (Common Language Runtime) o Node seria o CLR que compila? Ou um framework como .NET, como dois importam módulos eu fiquei bem confuso quanto a essa questão. ",node.js
"Tenho uma máscara JQuery para telefone, dependendo do tanto de informações que o usuário digitar eu entendo se é celular ou telefone fixo. A máscara para fixo: (55)9999-9999 para celular:  (55)99999-9999 o código da máscara:   CODE   O problema e que funciona apenas a parte do fixo, quando a variável tamanho ultrapassa o valor 13 ele não deixa mais inserir valores no input, mesmo invertendo o código colocando o tamanho > 13 antes, tem como fazer essa comparação? ou alguma outra solução. obs.: utilizo o plug-in JQuery mask. ",jquery
"Perdi um pouco de tempo com uma validação em javascript e fiquei com a dúvida na cabeça: preciso saber se um elemento existe através do id.  Tentei de algumas formas e não obtive sucesso:  CODE   Por fim encontrei uma forma de validar que funcionou:  CODE   Entendo que em linguagens como C#, a validação se parece mais com as formas que não deram certo (checando se o objeto existe/não nulo).  Minha dúvida é qual seria forma mais eficaz de validar se um objeto existe via javascript/jquery? ",jquery
"Tenho a seguinte estrutura de repetição:  CODE   minha função CODE   CODE   Eu gostaria que aparecesse o loading apenas no elemento que eu cliquei, atualmente o icone de loading é mostrado em todos os itens da minha listagem quando eu clico no svg. ",angular 
Bom preciso fazer uma pesquisa em uma CODE  onde tenho CODE  irei mandar por exemplo CODE  assim preciso identificar quais itens de local satisfazem aquela localização.  Dado os itens salvo no banco:  CODE   Tentei fazer da seguinte maneira:  CODE   });  Porém assim ele esta indo no banco e pegando os valores do banco que esta ele o numero que falei.,node.js
"Bom dia, estou tentando desenvolver um layout para um site de pesquisa de voos, hotéis, alugueis de carros. A estrutura do layout será semelhante a de sites como https://www.booking.com e https://www.kayak.com.br/.  Minha dúvida é, notei que estes sites possui uma exibição diferente da versão mobille para versão desktop. Não é como se ele simplesmente adaptasse as informações da tela, ele exibe um layout distinto. Tanto que o layout só mudam na versão mobile se eu dou um refresh na tela.   Com a melhor forma de desenvolver um layout assim. Pensei em utilizar o angular, estaria correto? ",html angular  
"Tenho um sisteminha, para mudar o layout da página para um layout de visão noturna, porém para isso acontecer eu tive que usar dois botões, e eu acho que fica melhor usar um toggle button  para mudar o tema. Se vcs puderem ajudar eu agradeço.      CODE   CODE             CODE        ",html 
Como selecionar um botão radio usando JS puro e pegar o valor definido pelo usuário?  Segue meu código HTML:  CODE    Segue me JS até o momento  CODE,html
Como fazer este laço de repetição para ter 5 números de uma cor e 5 números de outra cor?  CODE   No exemplo neste fiddle ele só faz os intermediários.,html 
"Boa tarde, Eu estou desenvolvendo 1 jogo em Meteor, e por exemplo quando clico para escolher a personagem  queria que o fundo fica-se verde, e caso escolhe-se outra personagem o fundo voltaria ao normal e a nova personagem selecionada ficaria a verde.    CODE  ",html 
"Tenho uma função em jQuery, que quando o usuário clica no botão próximo ele dispara um e-mail.  Quando clicar no botão eu preciso que ele verifique os campos Nome, Email e Telefone foram preenchido e caso não tenha sido preenchido informar em baixo do input CODE       CODE   CODE        ",jquery html
"To precisando de uma ajuda a respeito de como posso enviar o html de uma página via email. No caso, um cliente entraria em uma página e queira compartilhar essa tela com alguém, colocaria o email do fulano em um form e logo em seguida o fulano conseguiria ver a tela que foi enviada via email. ",jquery
"Estou aprendendo angular4, e gostaria de saber uma maneira de fazer login com o mesmo. Já consigo pegar os dados do backend, mas como configuro a sessao?(vim do php, la era so usar session).  Vi algo sobre armazenar um token no localstorage, mas isso ficaria la para sempre, nao? ",angular
"Amigos, tenho uma questão que ficaria feliz se pudessem me ajudar.  Eu tenho um calendário criado com o CODE  do Html5. Eu preciso que ao clicar em uma data específica ele pegue o valor da data e chame uma função PHP que vai carregar uma nova página passando como parâmetro a data que foi clicada para esta função PHP.  Eu consigo fazer isso com um botão porque passo como parâmetro na variável global CODE  chamando um PHP que vai receber esta informação, mas preciso que seja feita sem o botão submit do form, e sim ao clicar da data. Alguém sabe como proceder????? ",html
"Tenho uma função onde fica carregando a cada 10s. Ao constatar que existe uma nova mensagem atualiza o campo informando a quantidade de mensagens.  CODE   Até ai tudo bem...  Mas como não existe reload na página, não aparece a lista de mensagens.  Existe uma forma de atualizar a DIV abaixo sem precisar dar reload na página?  CODE  ",jquery
Possuo o seguinte trecho:  CODE   Gostaria que  CODE  somente fosse carregado na página após clicar no CODE . É um CODE . Isto seria possível com CODE ?,html
"Preciso pegar o ID da DIV superior ao que o botão se encontra, por exemplo:  CODE   Se eu clicar no botão 2 ele deve informar o nome da div 2, porem o que se torna um problema é que existem varias outras div dentro da div 2, o exemplo real segue abaixo:  CODE   Preciso disto para dar scrollTOP na div correta segue o que utilizo hoje:  CODE  ",jquery
"Com o crescimento da CODE  muitas pessoas abandonaram o desenvolvimento desktop, porém algumas tecnologias interessantes surgiram, como o Electron:     Electron permite criar aplicações desktop com puro JavaScript através   de um runtime com APIs ricas e nativas. Você pode ver isso como uma   variação do runtime do io.js que é focado em aplicações desktop em vez   de web servers.   Diante disso surgiram algumas dúvidas:   Quais os pontos positivos e negativos ao se desenvolver com CODE ? Ou seja, em que ele se destaca? Visto que o desenvolvimento com CODE  é baseado em tecnologia web isso pode interferir no desempenho do aplicativo CODE ? Ou seria uma vantagem?  ",node.js
"Coloquei o seguinte script para colocar somente mês e ano no input, e defini o regex para aceitar a digitação de 1 até 12 para os meses:   CODE   Mas quando ponho o X, ele só permite inserir um número, então se quero colocar mês 12, não consigo. Alguém tem alguma solução?  ",jquery
Gostaria de fazer um modelo igual ao do site catraca livre. Como poderia fazer isto? Se consiste em quando o mouse sair da pagina aparecer um CODE  questionando se o usuário realmente deseja deixar a página. Qual o evento javascript que faz isso alguém sabe ?,jquery
